type,horse,CO2,CO
Car,98,152.3818514,0.0538928
Car,98,146.7277363,0.1096944
Car,98,151.5842487,0.0167258
Car,98,146.4749212,0.0717125
Truck,176,293.4932214,0.141941
Truck,176,202.6738213,0.0056372
Truck,176,218.0924634,0.0070865
Truck,176,309.1145429,0.0989253
Truck,176,214.4620557,0.0146214
Truck,176,308.8751898,0.14445
Truck,176,315.5786047,0.0961146
Truck,176,220.9918903,0.0093568
Truck,381,550.6731501,0.2303626
Truck,381,360.2279643,0.0415759
Truck,381,374.2080431,0.0529863
Truck,381,563.9616548,0.191646
Truck,381,372.9322762,0.0360649
Truck,381,570.9815495,0.1641598
Truck,381,566.5345276,0.2116084
Truck,381,369.9306934,0.0341757
Truck,381,545.7767355,0.1992363
Truck,381,353.5823587,0.0519706
Truck,381,560.5876212,0.1820104
Truck,381,367.3482955,0.0493061
Truck,381,535.2212691,0.124156
Truck,381,347.0574228,0.0651739
Truck,266,255.0882384,0.0375606
Truck,266,390.839085,0.2137516
Truck,266,256.8443572,0.0267171
Truck,266,386.4440785,0.1891753
Truck,266,273.4205755,0.029053
Truck,266,430.2261923,0.1253977
Truck,236,428.3006323,0.370548
Truck,236,309.4190335,0.7445626
Truck,236,418.1035893,0.4348003
Truck,236,298.0902581,0.5628851
Truck,236,410.2459266,0.4643211
Truck,236,296.144416,0.7075553
Truck,236,435.5640136,0.6446891
Truck,236,305.9304139,0.1997948
Truck,159,247.9721758,0.0209672
Truck,159,365.1587192,0.1803537
Truck,159,393.1034376,0.3494356
Truck,159,378.9298571,0.1537604
Truck,159,240.9574472,0.0340654
Truck,159,333.8859737,0.224223
Truck,236,309.4667811,0.4317779
Truck,236,446.8040592,0.4786989
Truck,236,341.7516556,0.0765241
Truck,236,464.3173754,0.4640528
Truck,236,324.8807891,0.1541602
Truck,236,451.8744676,0.5472967
Truck,159,283.0500631,0.0326441
Truck,159,392.2540822,0.1167381
Truck,159,448.3155279,0.6212868
Truck,159,286.288428,0.0331602
Truck,159,447.9154548,0.6200249
Truck,159,380.9535338,0.1958449
Truck,381,524.5673731,0.215775
Truck,381,350.0282956,0.0680902
Truck,310,336.2534306,0.0120561
Truck,310,482.800185,0.1795301
Truck,310,335.6415779,0.0117636
Truck,310,480.8360319,0.1931341
Truck,381,560.4281712,0.2109773
Truck,381,385.1262576,0.0275959
Truck,381,384.8121182,0.0489212
Truck,381,556.5503131,0.1874917
Truck,381,404.3867603,0.0608299
Truck,381,538.6599919,0.1869005
Truck,381,376.3958523,0.0398368
Truck,310,353.6164171,0.0433713
Truck,310,511.0525462,0.1869967
Truck,310,346.3087181,0.048989
Truck,310,510.8076097,0.1898587
Truck,381,558.6622895,0.2300102
Truck,381,548.7518885,0.2086583
Truck,381,364.1309207,0.0317544
Truck,381,546.0561102,0.2207843
Truck,381,354.0586481,0.0646978
Truck,381,522.8810617,0.1601303
Truck,381,361.9833432,0.0384692
Truck,381,532.6889327,0.2384261
Truck,381,349.1894346,0.0508818
Truck,381,512.903377,0.1333805
Truck,381,541.0865118,0.2309467
Truck,268,374.2102674,0.1791808
Truck,268,244.0512138,0.038007
Truck,181,346.2512591,0.1162325
Truck,181,222.5458783,0.0437468
Truck,181,375.018269,5.7211403
Truck,268,252.2302394,0.0436601
Truck,268,384.3661546,0.2065193
Truck,181,370.9030359,5.7295489
Truck,181,220.9986816,0.0344408
Truck,181,339.8341974,0.1063531
Car,106,175.8659619,0.0418581
Car,106,175.0186133,0.0386342
Car,106,223.6061942,0.1267427
Car,106,222.2331111,0.1362707
Car,106,169.0826248,0.0395285
Car,106,166.0793413,0.0364786
Car,106,221.1217613,0.1469584
Car,208,363,0.965
Car,208,219,0.104
Car,208,415,0.125
Car,208,305.9465162,0.1562639
Car,208,314.2450592,0.1476653
Car,208,306,0.134
Car,208,209,0.056
Car,208,321,0.139
Car,208,380,0.073
Car,208,335,0.926
Car,210,304,0.305
Car,210,202,0.057
Car,210,295,0.128
Car,210,389,0.067
Car,210,345,1.028
Car,208,208,0.12
Car,208,305,1.198
Car,208,390,0.164
Car,208,368,1.366
Car,208,323,0.134
Car,208,319,0.123
Car,208,306,0.249
Car,208,393,0.266
Car,208,341,1.183
Car,208,200,0.134
Car,208,209,0.078
Car,208,356,0.059
Car,208,365,0.968
Car,208,324,0.302
Car,208,308,0.523
Car,208,204,0.063
Car,208,306,0.13
Car,208,412,0.13
Car,208,359,1.002
Car,208,320,0.317
Car,208,219,0.111
Car,208,327,0.308
Car,208,410,0.241
Car,208,314,0.098
Car,208,370,1.799
Car,208,308,0.085
Car,208,216,0.122
Car,208,318,0.323
Car,208,343,0.164
Car,208,339,1
Car,210,396,0.35
Car,210,200,0.073
Car,210,299,0.49
Car,210,347,1.096
Car,210,300,0.084
Car,170,291,0.41
Car,170,191,0.07
Car,170,290,0.28
Car,170,192,0.07
Car,200,307,2.54
Car,200,391,0.2
Car,200,367,2
Car,200,328,0.39
Car,200,210,0.12
Car,200,314,1.48
Car,200,432,0.19
Car,200,358,1.95
Car,200,321,0.14
Car,200,213,0.1
Car,210,359,1.221
Car,210,293,0.259
Car,210,382,0.655
Car,210,315,0.09
Car,210,197,0.026
Car,210,353,1.035
Car,210,317,0.288
Car,210,287,0.145
Car,210,412,0.071
Car,210,199,0.053
Car,170,277,0.133
Car,170,192,0.042
Car,170,286,0.12
Car,170,195,0.036
Car,115,283,1.492
Car,115,296,0.473
Car,115,333,2.903
Car,150,155,0.15
Car,150,205,0.018
Car,150,136.3984078,0.1523765
Car,280,386,0
Car,280,429,1
Car,280,372,0.28
Car,280,238,0.02
Car,280,341,0.25
Car,200,304,1.33
Car,200,382,0.03
Car,200,376,1.95
Car,200,326,0.21
Car,200,204,0.19
Car,200,344,0.24
Car,200,307,2.61
Car,200,410,0.2
Car,200,375,2.25
Car,200,198,0.06
Car,170,291,0.14
Car,170,193,0.03
Car,170,280,0.06
Car,170,191,0.018
Both,200,348,0.46
Both,200,298,2.01
Both,200,428,0.18
Both,200,421,1.92
Both,200,206,0.13
Both,200,356,0.26
Both,200,261,0.08
Both,200,337,0.45
Both,200,238,0.09
Both,200,237,0.09
Both,200,335,0.96
Both,200,348,0.33
Both,200,258,0.07
Truck,280,416,0.4
Truck,280,281,0.05
Truck,333,266.6770044,0.646374
Truck,333,354.2776278,0.2151798
Car,170,336,0.79
Car,170,354,0.33
Car,170,280,0.07
Car,170,289,0.28
Car,170,188,0.11
Car,170,352,0.33
Car,170,334,0.97
Car,170,300.0390675,0.121261
Car,170,191.2708901,0.0167867
Car,170,309.3649189,0.1427503
Car,220,355,0.398
Car,220,306,0.09
Car,220,350,0.017
Car,220,305,0.11
Car,220,200,0.01
Car,220,344,1.12
Car,220,295,0.08
Car,220,342,0.01
Car,220,294,0.11
Car,220,198,0.01
Both,220,327,0.73
Both,220,210,0.19
Both,220,315,0.42
Both,220,200,0.13
Both,220,335,0.76
Both,220,216,0.31
Both,220,324,0.58
Both,220,205,0.29
Both,220,331,0.77
Both,220,226,0.27
Both,220,320,0.52
Both,220,214,0.3
Car,333,430,0.09
Car,333,445,0.49
Car,333,361,0.16
Car,333,443,0.12
Car,333,348,0.16
Car,333,391.6758626,0.1717579
Car,333,225.1236713,0.0120025
Car,333,359.3671679,0.9021904
Car,435,342,0.21
Car,435,441,0.05
Car,435,353,0.2
Car,435,467,1.93
Car,435,408,0.33
Car,435,384,0.33
Car,435,226,0.083
Car,435,330,0.26
Car,435,432,0.01
Car,435,466,1.39
Car,435,329,0.21
Car,435,224,0.06
Car,435,384,0.29
Car,435,398,0.34
Car,500,446,1.1
Car,500,531,0.47
Car,500,629,1.53
Car,500,515,0.56
Car,500,310,0.23
Car,200,448,2.85
Car,200,394,0.76
Car,200,357,0.75
Car,200,230,0.27
Car,200,343,2.64
Car,200,222.82523,0.2628832
Car,200,356.7220364,0.8296322
Car,200,357.5963115,0.865374
Car,292,349,0.13
Car,292,358,1.66
Car,292,214,0.12
Car,292,308,0.38
Car,292,311,0.2
Car,292,314,0.2
Car,292,217,0.11
Car,292,311,0.47
Car,292,340,0.09
Car,292,363,2.03
Car,520,462,0.01
Car,520,368,0.19
Car,520,518,1.1
Car,520,243,0.04
Car,520,444,0.26
Both,354,415,2.07
Both,354,496,1.71
Both,354,460,0.18
Both,354,427,0.56
Both,354,269,0.48
Car,572,542,0.25
Car,572,435,0.3
Car,572,567,0.04
Car,572,651,1.23
Car,572,276,0.15
Car,610,346,0.1
Car,610,445,0.2
Car,610,524,0.34
Car,610,541,0.021
Car,610,596,2.75
Car,150,261,0.06
Car,150,261,0.06
Car,150,261,0.06
Car,150,163,0.01
Car,150,163,0.01
Car,150,163,0.01
Car,150,263,0.06
Car,150,263,0.06
Car,150,263,0.06
Car,150,178,0
Car,150,178,0
Car,150,178,0
Car,150,254,0.09
Car,150,254,0.09
Car,150,254,0.09
Car,150,176,0
Car,150,176,0
Car,150,176,0
Car,170,174.5461889,0.0090569
Car,170,273.7590824,0.077955
Car,170,270,0.09
Car,170,179,0
Car,170,272,0.09
Car,170,169,0.02
Car,170,279,0.09
Car,170,175,0.04
Car,150,253,0.08
Car,150,253,0.08
Car,150,253,0.08
Car,150,155,0.01
Car,150,155,0.01
Car,150,155,0.01
Car,150,157.7111778,0.0088507
Car,150,157.7111778,0.0088507
Car,150,157.7111778,0.0088507
Car,150,254.8572328,0.1019958
Car,150,254.8572328,0.1019958
Car,150,254.8572328,0.1019958
Car,150,253,0.07
Car,150,253,0.07
Car,150,253,0.07
Car,150,164,0.01
Car,150,164,0.01
Car,150,164,0.01
Car,150,245,0.02
Car,150,245,0.02
Car,150,245,0.02
Car,150,166,0
Car,150,166,0
Car,150,166,0
Car,150,245.8971809,0.0548975
Car,150,245.8971809,0.0548975
Car,150,245.8971809,0.0548975
Car,150,158.6655749,0.0072589
Car,150,158.6655749,0.0072589
Car,150,158.6655749,0.0072589
Car,150,256,0.03
Car,150,256,0.03
Car,150,256,0.03
Car,150,180,0
Car,150,180,0
Car,150,180,0
Car,150,253,0.04
Car,150,253,0.04
Car,150,253,0.04
Car,150,176,0.01
Car,150,176,0.01
Car,150,176,0.01
Car,150,248,0.03
Car,150,248,0.03
Car,150,248,0.03
Car,150,170,0.01
Car,150,170,0.01
Car,150,170,0.01
Car,211,290,0.07
Car,211,339,1.2
Car,211,340,0.03
Car,211,288,0.1
Car,211,195,0.01
Car,211,272,0.01
Car,211,327,0.41
Car,211,333,0.03
Car,211,294,0.09
Car,211,191,0.01
Car,150,262.9618206,0.0460032
Car,150,262.9618206,0.0460032
Car,150,262.9618206,0.0460032
Car,150,169.9657585,0.008478
Car,150,169.9657585,0.008478
Car,150,169.9657585,0.008478
Car,115,302,0.413
Car,115,179,0.086
Car,115,187.8682592,0.0620614
Car,115,310.4564248,0.3356975
Car,170,269,0.538
Car,170,168,0.141
Car,170,272,0.176
Car,170,168,0.038
Car,170,274,0.232
Car,170,169,0.106
Car,170,270,0.417
Car,170,168,0.055
Car,170,284,0.128
Car,170,176,0.015
Car,170,286,0.133
Car,170,178,0.029
Car,170,283,0.05
Car,170,176,0.013
Car,170,283,0.187
Car,170,174,0.035
Car,150,251,0.05
Car,150,251,0.05
Car,150,251,0.05
Car,150,164,0.01
Car,150,164,0.01
Car,150,164,0.01
Car,240,166,0.22
Car,240,265,0.15
Car,240,290.1486048,0.4801583
Car,240,176.2757206,0.2501799
Both,300,373,0.54
Both,300,233,0.29
Both,300,338,0.41
Both,300,434,0.65
Both,300,424,0.59
Car,302,295,0.18
Car,302,182,0.2
Car,302,294,0.44
Car,302,181,0.35
Both,250,406,0.53
Both,250,341,0.7
Both,250,424,0.3
Both,250,348,0.29
Both,250,227,0.28
Both,345,379,0.56
Both,345,348,0.62
Both,345,237,0.24
Both,345,451,0.81
Both,345,455,1.13
Both,240,380,0.32
Both,240,380,0.32
Both,240,473,0.33
Both,240,473,0.33
Both,240,454,0.82
Both,240,454,0.82
Both,240,390,0.19
Both,240,390,0.19
Both,240,251,0.12
Both,240,251,0.12
Both,230,401,0.32
Both,230,373,0.51
Both,230,467,0.88
Both,230,441,0.55
Both,230,257,0.24
Both,250,440,0.42
Both,250,441,0.82
Both,250,388.6254796,0.3405435
Both,250,248.0820334,0.3101459
Both,250,380.1797662,1.549854
Car,240,290,0.48
Car,240,204,0.32
Both,300,405,0.54
Both,300,270,0.38
Both,300,398,0.75
Both,300,466,0.58
Both,300,472,1.08
Car,302,321,0.81
Car,302,208,0.5
Car,302,320,0.6
Car,302,209,0.51
Both,240,380,0.15
Both,240,380,0.15
Both,240,358,0.3
Both,240,358,0.3
Both,240,490,0.36
Both,240,490,0.36
Both,240,466,0.98
Both,240,466,0.98
Both,240,247,0.12
Both,240,247,0.12
Both,230,389,0.37
Both,230,253,0.26
Both,230,368,0.38
Both,230,465,0.98
Both,230,445,0.34
Both,300,371,0.56
Both,300,466,0.79
Both,300,468,1.22
Both,300,248,0.37
Both,300,385,0.8
